0.27103245	-0.28149608	-0.26126567	-0.26456374	0.2708375	-0.26559973	-0.20474526	-0.29329354	0.2880808	-0.32168466	-0.3152769	-0.2839599	0.30363908	0.25323159	0.28636438	0.25335175	0.28276917	0.34212556	-0.2743659	-0.2686879	0.26057768	-0.29426038	0.1295742	0.26021078	0.0018414427	0.26065582	-0.23722814	-0.32042417	-0.22717638	0.30249763	-0.27804095	0.2879379	0.3358416	0.32723805	0.3118628	-0.252935	0.26850325	0.27195898	-0.16746084	-0.25198764	-0.26966476	-0.28091976	0.27524507	0.29074955	-0.30405724	-0.2841022	-0.21715991	-0.2922671	0.29466292	0.29829898	0.31648052	-0.2905556	-0.16145949	0.29861906	-0.26322943	-0.30472985	0.29197404	-0.23611577	0.2503335	0.25162435	0.24634083	0.29189944	0.25658548	0.28222147	-0.2650112	0.29072583	-0.2620741	0.20983917	0.25559172	0.2635555	0.31433144	-0.25393623	0.2686455	0.2732288	-0.31798562	0.28535444	-0.3179564	0.27196103	0.35612434	-0.29433504
-0.38786945	-0.23766506	0.4063076	0.35121876	-0.25019175	-0.44499084	-0.40359887	0.16034746	-0.43501452	-0.16311444	0.4600581	-0.25906622	-0.42893016	-0.4140991	-0.39614856	-0.4035611	0.15914775	0.2258972	-0.37709603	-0.029116914	-0.4026549	0.27702087	0.4679133	-0.4574399	0.33659324	-0.3751444	0.028964758	-0.20058803	0.4558481	-0.35023594	0.41185775	0.4802322	0.5069945	-0.19028032	0.17482346	0.33421317	0.34258986	-0.41555682	-0.47709012	-0.3220568	0.45392764	0.39034957	-0.14994499	-0.25202003	0.4382967	0.43975273	0.35561034	0.35856616	0.44029686	-0.42494008	-0.30202922	-0.44670656	0.46836215	0.49522406	0.31510916	0.42424658	-0.18446234	0.24443528	-0.41036153	0.21195786	-0.39286172	0.5643627	0.22419222	0.12908569	-0.2708723	-0.29801467	0.3675022	-0.3581647	0.28837898	-0.3010166	0.34756553	0.29872513	0.26940748	0.40082675	-0.2919579	0.46244887	-0.48525262	-0.16116147	0.22267525	-0.44314837
0.048317194	-0.5094213	-0.30564755	-0.44442192	0.2349558	-0.1608759	-0.17369665	0.122246146	-0.093358085	0.15468733	-0.2668601	-0.1658721	0.3356496	0.29090822	-0.15151922	0.44252047	0.23865661	-0.05188177	-0.48534518	-0.07896479	0.31604385	-0.332717	0.13040854	0.35671777	0.4788116	0.26547757	-0.31880853	-0.020467216	-0.37442946	0.054525737	-0.39479083	-0.16093318	-0.28668904	0.2564764	0.438917	-0.39289343	-0.40538898	-0.2192793	-0.43881753	0.40330037	-0.31970245	-0.4268518	0.22840981	0.4048602	0.2504971	0.05378938	-0.33968416	-0.37831303	-0.09662277	0.1816572	0.29318118	0.23801918	0.39735904	0.34864935	-0.38922244	-0.15144601	0.3819919	0.45752147	0.34466878	0.28922266	0.42873093	0.42532006	0.39325246	-0.1843531	-0.25475365	0.42966712	-0.41643912	0.3803235	0.28953442	-0.27420464	-0.30446687	-0.43488425	0.11445106	0.443863	0.3753741	-0.20730084	-0.44433215	-0.14307289	0.25058907	0.13498428
-0.34039357	-0.3278613	0.16680439	-0.441621	-0.45978028	-0.36983868	0.03081438	0.43557423	0.55984896	0.052552056	0.3599755	-0.033554483	0.14462082	-0.2738046	-0.084445186	-0.36909473	0.23298143	0.2970773	0.3933927	-0.42948556	-0.19368844	0.42201498	-0.46781376	-0.43300056	-0.53227097	0.43247893	0.32523412	-0.44131553	-0.46833962	-0.38701758	0.25156292	-0.36046243	-0.43121105	-0.5306944	-0.4477846	0.116844214	0.065458395	-0.39099342	0.26971686	-0.32825848	-0.05868858	0.33066705	0.45668185	-0.28561714	-0.42146176	0.015209626	0.47519827	0.07573078	-0.41772497	-0.12337884	-0.37724674	-0.30176142	0.34814084	-0.46938068	0.18971927	-0.34788626	-0.4565932	0.5061933	-0.341253	0.07753149	-0.28541562	0.103231564	-0.33005837	-0.45327806	-0.38783905	-0.34189966	0.46113652	-0.22277223	-0.047530763	-0.12964645	0.38395005	-0.11088705	0.41488963	-0.4725909	-0.23882946	-0.35472068	-0.12117014	-0.3954243	0.42049724	-0.42408723
0.08045203	-0.053253353	-0.1993827	-0.30741984	0.49475956	0.45576036	0.4370314	0.2151165	-0.27665442	0.29537448	-0.49648717	0.33368424	0.4429075	0.115772076	0.11500112	-0.065609656	-0.5688617	-0.31116867	-0.61801034	0.5002214	-0.059847515	-0.40236586	0.3225473	0.44829372	0.33467048	-0.074743345	-0.35997525	0.2156335	-0.30415618	-0.25679713	-0.4992619	0.09233651	-0.0902559	0.3307665	0.29728553	0.25676772	-0.28328785	-0.38612202	0.013701141	-0.37783653	-0.29026717	-0.4067031	-0.049474373	0.29009953	-0.092646606	0.0008677638	-0.017706946	0.28757635	0.17537355	-0.3443604	-0.4255013	0.38696003	-0.21971805	0.49230102	0.28408095	0.19794114	-0.040801212	0.14861986	0.32352278	-0.24841146	0.23476765	0.099637814	-0.4178322	0.033515163	0.050257873	0.011879293	-0.33429646	0.5035735	0.2761169	-0.44793287	-0.28882113	0.48739764	-0.10190461	-0.22783983	0.30957472	-0.3148764	0.41890177	-0.030405829	-0.405768	0.4300115
-0.31294385	-0.46153966	-0.071695894	-0.5068553	-0.20121306	-0.44374016	-0.1137889	0.4519388	0.37153175	0.23813805	0.42757186	0.3901974	-0.31479794	0.06287287	-0.00092060404	0.4010695	0.356233	0.12384048	0.10780272	-0.3862044	-0.3527355	0.36749557	-0.2714777	-0.4125992	-0.41326198	-0.4617346	-0.1086986	0.10918488	0.33375803	-0.45519638	0.06673065	-0.19688447	-0.44390333	0.2863824	-0.3910954	0.04388442	0.1895278	0.43208575	0.3032186	-0.39502487	-0.4648333	0.35799965	0.46509662	-0.070043236	-0.44535142	0.51494807	0.08311968	-0.09416508	-0.4258313	0.4727863	0.11473489	0.4421291	0.013710298	-0.48345083	-0.025465475	0.13629653	0.08478882	0.19782923	-0.3192849	-0.21637292	0.3477664	-0.32869172	-0.52443814	-0.28752297	-0.06813297	-0.4187422	-0.45827937	-0.2991047	-0.40152222	0.3101406	-0.30025482	-0.3826957	-0.118195616	-0.4113166	-0.44433114	-0.44211915	-0.20942391	-0.2449751	0.44769487	0.46097124
0.10734079	-0.1601285	-0.40198994	0.25095448	0.3711333	-0.2583715	0.45583394	0.35239193	-0.40348437	0.3504842	-0.4186745	0.41697362	0.43841004	-0.15441333	-0.0108485995	0.3279308	-0.28331122	-0.2806733	-0.35737085	0.47008756	-0.27868742	0.16479996	0.26695114	-0.15204187	-0.3125064	-0.31839737	-0.32255176	0.24784087	-0.35120356	-0.34948635	0.3377197	0.36381313	0.4488604	0.32340586	0.423393	0.3102619	0.23110758	-0.4311872	-0.23973574	0.35179323	-0.33804783	0.20304401	0.0012660272	-0.2791603	0.33051825	-0.38453484	0.3338236	-0.1764405	0.43147856	-0.44560593	0.2834961	0.3609631	-0.394904	-0.28156835	0.3532247	0.29347003	-0.35328603	-0.27799225	-0.3410695	0.27257532	-0.32493615	-0.37365225	-0.43961933	-0.2863875	0.33921474	0.3648334	-0.41643292	0.42225668	0.37265456	0.3251022	0.35269013	-0.2613872	-0.2921323	-0.43627492	-0.2612751	-0.41381353	0.39012364	0.38080043	-0.32732385	0.39587256
-0.21788	0.2722973	-0.35255912	-0.21784498	0.348203	0.19829409	-0.3979691	0.35215148	-0.39138347	-0.25743085	-0.40719348	0.410598	0.29641834	-0.011313762	0.23847246	0.28087926	0.4184093	-0.36119175	0.28569585	0.26984325	0.33198628	-0.3480781	0.39955425	-0.5415631	0.30489638	0.31988394	-0.18143402	0.41848743	-0.28381705	0.26594445	0.2625902	-0.46121335	-0.36199346	-0.14903763	0.3409192	-0.33548525	-0.33502403	-0.25827634	0.17000411	0.21779431	-0.3468684	-0.26931992	0.044967085	0.33472335	0.3130623	0.39560694	-0.3265011	0.0940398	-0.4492742	-0.18667686	0.5026783	0.24400948	0.37799567	0.39241055	-0.38866252	-0.13695867	0.31187913	0.22552198	0.3649945	0.20369922	0.3329075	0.30539867	-0.43837923	-0.2598386	0.45535237	0.3706761	-0.18897443	0.31931308	-0.14987391	-0.38998264	-0.33559123	-0.34829456	-0.43432114	0.37963733	0.31277564	-0.3721547	-0.35321906	-0.37640905	-0.4930001	-0.23953722
-0.4679494	-0.15655471	0.43256393	-0.4909798	0.32663354	-0.27733952	0.111806035	-0.5147445	0.44707218	-0.5588334	0.5136953	-0.5197085	-0.24499084	0.15294154	-0.012171795	-0.463714	-0.036674973	0.33751392	0.3983485	-0.43928725	-0.19171049	0.4973244	-0.33215475	-0.47173005	-0.4642103	-0.30649617	0.40296793	0.25269127	-0.21599467	-0.46386462	0.0073473263	-0.45915684	-0.058019824	0.41095233	-0.48333547	0.16838545	0.41515285	-0.3728352	0.03772183	0.25725642	-0.3997807	0.43201596	0.41505936	0.3069785	-0.036378484	0.45000497	0.5095517	0.3404738	-0.45880005	-0.20922928	-0.238415	0.024889018	0.43034893	-0.025903122	-0.47463712	-0.38140205	-0.03626829	-0.18123819	-0.4211359	0.19465609	-0.39086932	0.3719158	0.31381804	-0.43198606	-0.45798323	-0.4318024	-0.40320575	-0.065302454	-0.061321765	-0.4296228	0.48243248	0.20173347	-0.23159179	-0.36175594	-0.43998638	-0.32311916	0.07293251	-0.20025593	-0.037501276	0.2943988
0.3853247	0.21214549	-0.29991153	0.029468969	0.28633115	-0.42755654	-0.40549943	-0.30020833	-0.12453258	-0.36047977	-0.2823227	0.08016957	0.3349655	0.36493948	0.35230917	0.24170986	0.32641473	0.14726354	0.20511904	-0.36795586	0.36351317	-0.33760184	0.35661104	0.28587404	-0.40317667	0.3222431	-0.36707217	-0.020914955	-0.3484437	0.31125003	-0.09194115	-0.23053545	0.044982623	0.36721358	0.331866	-0.2971144	0.39802298	-0.22672321	-0.1431511	-0.37571582	-0.31509918	0.121435106	0.28823504	0.34946844	-0.3715914	-0.007236506	-0.2904523	-0.36878672	-0.19458517	0.14895314	0.3826826	0.006432223	0.30974644	0.30005527	-0.3541823	-0.22443405	0.34399036	-0.35739505	0.30050334	0.3492524	0.34775776	-0.22782503	-0.22471781	0.41653934	-0.012056023	0.31568816	0.23561198	0.35547104	0.30316594	-0.24117094	-0.20656241	-0.32371587	0.07413341	0.33548597	-0.44927362	-0.06272458	0.12507229	-0.04674485	-0.035219368	-0.37729302
