0.31184992	0.28793094	0.3058872	-0.28890285	0.2701719	-0.31675252	0.3144963	0.26640016	0.35747042	-0.3649199	0.31180045	-0.31221175	-0.33093822	-0.32615393	0.3147948	-0.39074004	0.35326186	0.34484643	0.33522314	-0.36942694	0.29106233	-0.2534825	-0.3169321	0.39006633	0.31895164	-0.31500855	0.35058248	0.3506316	-0.321204	-0.3409282
-0.33589426	-0.41208613	-0.35857546	0.2774711	-0.37328872	0.32748568	-0.3278762	0.2948192	-0.05278847	0.19062765	-0.047719046	-0.3357135	-0.22796258	-0.41534805	0.00060631486	-0.057889916	-0.3100648	-0.35746178	-0.3061037	0.26571393	-0.369731	0.24324432	0.3008785	0.31455025	-0.13705471	-0.3094894	-0.37387112	-0.31028265	0.27482304	-0.1252286
0.11938651	0.30515602	0.28090754	0.36783728	0.21194074	-0.329264	0.39234495	-0.21297704	0.36178118	-0.07496272	0.34880283	0.1998529	-0.0005973043	-0.36741522	-0.12842983	0.3084642	0.37266976	-0.096787214	0.36089152	0.19662479	0.24357814	-0.2106192	0.22168161	-0.24941634	-0.3217273	0.3475463	0.33106363	0.31045607	0.33956882	-0.34889072
-0.027138408	-0.3766673	-0.3324284	0.058688033	0.17678823	0.36619055	-0.3516726	-0.27107164	-0.0035941885	-0.29241502	-0.34699893	0.34424153	0.36900115	0.3649463	0.23175411	0.046818838	-0.32214627	0.16189048	-0.40127608	0.32997143	-0.07601044	0.014582526	-0.06605516	0.36084914	-0.27436823	0.05302314	-0.18351464	-0.3744607	-0.23943643	-0.06441521
0.33832207	0.32512617	0.33625966	0.3043124	0.2118472	-0.2382265	0.37229624	-0.29896668	0.34225732	0.23708396	0.24906114	-0.25978124	0.075311914	0.063357994	-0.10006653	0.16035451	0.3112825	0.08863371	0.38971618	0.09554863	0.16846545	-0.31802046	0.26370716	-0.3400416	-0.037588906	0.12493275	0.34534296	0.40735325	-0.22933663	0.2004161
-0.08465295	0.30380902	-0.078796856	0.23755515	-0.039266557	0.36169744	-0.19350429	-0.42775148	-0.36384133	-0.12016719	-0.23272464	0.4157776	-0.25528878	0.20623268	0.11453844	0.0028294893	-0.3578926	-0.2900379	-0.39173207	0.35213208	-0.010631572	0.43664008	0.07989492	0.39246884	0.3191121	-0.011414461	-0.2963194	-0.40565178	0.01875923	-0.18195863
0.15292174	0.31303623	0.40162757	-0.23062791	-0.04275673	0.2962184	0.38276958	-0.40472966	-0.37482694	0.37537664	-0.37435699	-0.2053045	0.3011158	-0.332172	-0.021520123	-0.06161109	-0.20813441	-0.096402876	0.008574844	0.383952	-0.22686586	-0.28876218	0.35622853	-0.38075253	0.16155344	-0.27271855	0.34504098	0.44612285	-0.34694728	-0.30866143
-0.25436944	0.4007603	0.39998034	0.38015088	0.36558247	-0.41834918	0.076918654	-0.34557635	0.057974353	0.058387805	0.37558696	-0.151434	0.27890772	-0.35112676	-0.36993065	0.36490202	0.3654557	-0.35475793	0.33389026	-0.3016263	0.25499827	0.28931576	0.3300925	-0.4150726	-0.35748726	0.346283	0.38021675	0.3537696	0.3297158	0.1489778
0.21228568	-0.4494748	-0.3933929	0.25498018	-0.111990444	0.3305956	-0.22738455	-0.36267224	0.46791834	-0.09249861	-0.42339188	0.43497533	0.4103013	0.34294334	0.083467	0.22380155	-0.41885516	0.2630188	-0.38787127	0.26519182	0.036739077	-0.27888608	-0.40795603	0.2929715	-0.2563627	0.27805775	-0.16016135	-0.40734997	-0.26675433	-0.15040681
0.3627909	0.31261104	0.2908195	-0.3169081	0.28181326	-0.3731317	0.34684694	0.34953606	0.33682147	-0.32195237	0.35504702	-0.2598192	-0.33160445	-0.32806334	0.31458378	0.29617855	0.31438902	0.37139508	0.35583553	-0.3938309	0.36658257	-0.27060178	-0.30503756	0.07113683	0.31034687	-0.31413403	0.3155785	-0.17988832	-0.25419807	-0.35763466
0.35328418	0.36649168	0.29711372	-0.3050695	0.32370552	-0.29594478	0.33167583	0.36793363	0.3464868	-0.30785275	0.29711938	-0.3432083	-0.3109795	-0.3296415	0.24966988	0.34163365	0.38311952	0.29907542	0.32668653	-0.31830737	0.32005116	-0.3532699	-0.3352274	0.026245786	0.37888345	-0.39386943	0.33564025	-0.31472883	-0.2831897	-0.32113495
0.32017678	0.3130008	0.31572667	-0.36565447	0.29468644	-0.36668748	0.3211068	0.31173906	0.29394138	-0.35219625	0.34131107	-0.31650218	-0.36843604	-0.31588495	0.2877849	0.39216742	0.35107732	0.36245096	0.3229896	-0.31913692	0.29801935	-0.362113	-0.32160136	-0.031015439	0.34092778	-0.33739537	0.35535467	-0.27867532	-0.32108793	-0.26719257
0.32833725	0.34059823	-0.358716	0.31750086	0.31656724	0.3611457	0.22150922	-0.35666674	0.2879962	-0.33839878	0.31631485	-0.34256625	-0.30655164	0.30003324	0.32744125	0.29069903	-0.34879982	0.31926024	0.3202815	-0.2702344	0.3002302	0.34359553	-0.33975947	-0.33323556	0.36986652	0.27491716	-0.27836606	0.32128438	0.29930124	0.33743915
-0.3373217	-0.3295638	0.33203742	0.3127176	0.30619425	-0.3719716	-0.28849655	-0.30515066	-0.34619752	-0.30585563	-0.36223808	0.33932602	0.34250513	0.3207986	-0.38197982	0.3052819	0.37884986	0.34274635	0.3430656	-0.34185728	0.3610415	0.34043944	0.328813	0.32405236	-0.30039963	0.35832688	-0.34279338	-0.27836034	0.33428928	0.33349502
0.27842158	0.34907556	0.124020286	0.29802826	0.33420822	-0.24452317	0.4159827	-0.31092605	0.31858122	0.31880385	0.28145608	-0.28450647	-0.35877353	0.3077569	0.28122047	0.32371104	-0.3889914	0.32700038	0.30831838	-0.35846636	0.30120543	0.30565697	-0.34575093	-0.36649558	0.36603123	0.32748634	-0.37799037	0.29832903	0.34445104	0.31127715
0.33637303	-0.3570204	0.0016242809	0.35323322	0.35432822	-0.33227223	-0.36223897	-0.3777883	-0.28530684	-0.3579636	-0.394612	0.4010171	0.34594092	0.32958665	-0.12616834	0.34256944	0.054384004	0.33678785	0.19162466	-0.31364277	0.33491576	0.34130025	-0.08372439	0.34177825	-0.32192215	0.32262555	-0.35505766	-0.35994735	0.32255092	0.26425898
0.29577604	0.31575	0.14042264	0.35729766	0.2989229	-0.26785308	0.34928685	-0.25199917	0.3782323	0.2405375	0.30461365	-0.34483412	-0.3059405	0.3549217	0.24728489	0.34754056	-0.40765896	0.33469442	0.3224029	-0.34049308	0.30354375	0.341205	-0.27943647	-0.34909165	0.31379223	0.3706146	-0.37043607	0.3011976	0.33180088	0.37622392
0.3001913	0.31215674	0.39426535	0.3044201	0.3481387	-0.3398223	0.329927	0.046603695	0.3520238	0.08726488	0.32871497	-0.102994926	-0.3522981	0.2764852	0.16112722	0.40226328	-0.07998224	0.34259358	0.30850473	-0.2784367	0.3092968	0.26356062	-0.34996822	-0.3485026	0.36725774	0.34549	0.01371236	0.37888017	0.32986122	0.23203947
0.39230525	0.33023137	0.41907	0.15968801	0.30027118	-0.3288549	0.3020954	-0.33944488	0.2472183	0.07526819	0.306697	-0.3822332	-0.27565163	0.18367024	0.2562324	0.2802414	0.11156579	0.20389827	0.39342222	-0.11140126	0.30481055	-0.3810277	0.019690122	-0.44804373	0.29938093	0.20031694	0.38311106	0.3159473	-0.13055241	0.21036313
