0.40802145	-0.3629182	0.4193897	0.45081735	-0.42237613	-0.34289873	0.40861982	-0.3599752	-0.40872383	-0.16904242	0.4022535	0.44486734	-0.21906243	-0.38001728	0.38428366	-0.29942995	0.3297093	0.38761163	-0.3014069	0.44324723	-0.36846605	-0.23807879	0.37726426	-0.3488996	-0.44464007	-0.4207798	-0.40466496	0.38672152	-0.35820055	0.38062814	0.33530793	-0.28024104	-0.39997286	-0.33233196	-0.2980002	-0.35748315	0.32437786	-0.35922766	0.4016913	-0.4107768
-0.5766109	0.43928272	0.6118004	0.49033725	0.45872203	-0.55137557	-0.0129613	0.33181792	0.5018119	-0.5972728	-0.49245265	-0.2286273	-0.4562948	0.51334304	-0.45680022	-0.30206338	-0.6444069	-0.51547194	0.5613273	0.30141956	-0.2546886	0.51406723	-0.49488828	0.5105659	0.12532671	-0.6094227	0.44328472	0.15432651	0.22329685	-0.53693634	-0.3249279	0.564079	0.5473472	0.66810703	0.41861722	-0.49724194	-0.4661452	-0.55592674	-0.53129494	0.5534176
0.5159566	-0.25884458	0.54105526	-0.29039246	0.12542321	0.38993105	0.569285	-0.47492266	-0.23971203	-0.47988752	-0.47030443	-0.17182074	-0.0739984	-0.18158655	0.6513845	0.5670353	0.36745673	0.039640203	-0.2896964	0.29666817	-0.4171063	-0.20853911	0.35529113	-0.50839955	-0.07084685	-0.18395486	0.21483697	0.34914505	-0.46415138	0.50047886	-0.56242317	-0.34970808	-0.3898382	-0.27145502	-0.60330623	0.1373093	0.53804034	0.302333	0.46305516	-0.70109755
0.141321	0.5619597	0.14725477	0.39316836	0.6686295	-0.60384333	-0.50270075	0.69562525	-0.07954715	0.5788576	0.35302734	-0.59940326	0.45373923	0.6005864	-0.50615454	-0.3692512	0.5055034	0.34707624	0.47853318	0.47091562	0.1822239	0.4549766	-0.020534506	0.40189898	0.5607505	0.29828846	-0.5138793	0.010811644	0.5867327	-0.0021809335	-0.5922916	-0.2461656	-0.35054743	0.17736226	-0.20654033	-0.35458788	-0.3861567	0.4427554	-0.32134473	-0.4131488
-0.2136605	-0.22450373	0.2824467	-0.6786505	0.27309784	0.36175448	0.5462867	-0.21093996	0.08912756	-0.64672625	-0.4247893	-0.13917588	-0.6124845	-0.5587844	0.6913721	-0.21262957	0.40152156	0.2246935	-0.5979852	-0.36758032	0.14817892	-0.5577903	-0.2797726	-0.50496954	0.530848	0.40854686	0.27112487	-0.37380934	-0.50265706	0.3793905	0.3095955	-0.18679692	-0.29960296	0.66830635	-0.45865026	0.095766045	-0.2049183	-0.18688884	0.47740874	0.49681306
-0.37149626	0.3609089	-0.5131538	0.6012828	0.45220083	-0.35256994	-0.6051886	0.55037546	0.57158774	0.32484096	0.36946797	-0.4244588	0.2905493	0.56841004	0.5790154	-0.5473486	0.25632268	0.29050848	0.32002446	-0.054721646	0.42992023	0.21992506	0.6725482	0.2421657	0.60175526	-0.3907309	-0.020376973	0.37502256	0.50372803	-0.005292003	-0.6181422	0.102968715	-0.20347047	-0.60012263	0.4532214	0.5732379	0.09161245	0.67436916	0.52483034	0.55602896
0.45115462	0.2669736	-0.4708796	-0.25105742	0.388816	0.3499406	0.42534727	0.35705388	0.436443	0.5092501	0.46035278	0.36008182	-0.44455773	-0.5888366	0.494506	-0.42776293	-0.40243274	-0.36664024	-0.53882986	-0.45385835	0.48616514	-0.55034006	-0.5071726	0.260086	0.53306836	0.4770689	-0.5499744	0.37110832	-0.599833	-0.3546995	0.49338436	0.401405	0.41998377	0.41730872	-0.52026725	0.46843883	-0.5011764	-0.44215962	-0.455881	0.48245785
-0.23653013	0.48095146	0.3368979	-0.46314794	0.1708263	0.49628067	0.48722282	-0.47607476	-0.06861408	-0.59285444	-0.4175637	-0.47492465	0.37816516	-0.049639553	-0.61007893	0.42511067	0.35264826	-0.5178317	-0.4691521	-0.56151795	-0.2686612	-0.45225087	0.38312685	-0.46425465	0.43077374	0.31323963	0.46048436	-0.5257867	-0.45231166	0.50525093	-0.36630893	-0.2212328	-0.46363264	-0.57197285	-0.47766477	0.471796	0.46636328	0.5365723	0.47165835	-0.28194177
-0.45106363	0.56618714	-0.5287932	-0.580939	0.4711868	-0.5607131	-0.079473525	0.16700755	-0.4244211	-0.002267455	-0.24393584	-0.515654	0.38380107	0.5130064	0.41672006	-0.03496565	0.21635449	-0.28587934	0.48331526	0.57881325	0.35152242	0.5364483	0.60802335	0.3258435	0.54392684	-0.4358721	-0.4277998	0.6401066	0.53662527	-0.0818652	-0.2243067	-0.40476188	-0.45850518	0.60173494	-0.6532247	0.61533564	-0.60128576	-0.42335957	-0.6372035	0.56306213
0.47378892	-0.516918	0.47035164	0.5085257	-0.5017897	0.3231513	0.49791694	-0.3757185	-0.18477727	-0.44965702	0.48977414	-0.17810504	-0.39970276	-0.42873737	-0.3532638	-0.47400147	0.45832774	0.378948	-0.40888295	0.103196315	-0.4600823	-0.3771656	0.47949877	-0.44467607	-0.10835939	-0.401262	-0.25276992	-0.37660834	-0.45327148	0.48889565	0.48309776	0.075444676	-0.40969992	-0.47811857	-0.4524623	0.03420345	0.45340312	0.3806831	0.42206818	0.31646675
0.58329797	-0.4842925	0.4163423	0.5819527	-0.4848438	0.32468405	0.4591525	-0.42948654	-0.19800724	-0.4300251	0.59587204	-0.22711451	-0.32165086	-0.44131437	-0.54375106	-0.5165099	0.4467523	0.4394141	-0.4350267	-0.06673628	-0.44847408	-0.30687687	0.49158496	-0.3815905	-0.17868169	-0.38119826	-0.24473986	-0.41254038	-0.43334207	0.43965966	0.47560132	0.40121356	-0.4937194	-0.50554913	-0.4722542	0.24748196	0.44737405	0.4629154	0.45907012	0.3815048
0.6341448	-0.4192019	0.4512177	0.6316181	-0.47085443	0.34259075	0.45589232	-0.37824878	-0.13952538	-0.48868394	0.5281346	-0.09391274	-0.4131755	-0.41145727	-0.42490754	-0.5080476	0.38284996	0.3718628	-0.3664299	0.05425222	-0.46727538	-0.3667974	0.46621242	-0.39709428	-0.23696025	-0.40853095	-0.20264906	-0.38049984	-0.42223603	0.48473194	0.41059476	0.17949374	-0.39334077	-0.46671212	-0.511032	0.16075343	0.37997735	0.38365024	0.41833094	0.3323545
0.5641673	-0.37018085	-0.37215284	-0.34902808	-0.33666652	0.3059136	-0.28480044	0.4424341	-0.37371016	0.33823067	-0.32144466	0.3779336	0.3472985	-0.3702522	0.37455472	0.3658212	-0.46980795	0.34151238	0.37283763	-0.38251618	0.30924425	-0.36754388	-0.36747077	-0.3668274	-0.4012277	-0.57767826	-0.30883586	-0.3833764	0.36893862	-0.49487558	-0.33177498	-0.3598578	-0.28864375	-0.44667602	0.36886588	-0.37383863	-0.33767954	0.38667354	-0.3348122	0.38164216
-0.35564107	-0.43415835	-0.32818297	-0.35584936	-0.3684406	0.37970406	-0.40312436	-0.38974175	-0.3668594	0.35052052	0.49548474	-0.38212192	0.35170665	-0.41729823	-0.42376313	0.36220837	0.2847962	0.3271586	0.257822	0.38987058	0.3329822	0.3901983	0.41330114	-0.34918338	-0.50315267	0.40169838	0.55162877	0.5093197	-0.49400645	0.2912392	0.51357716	-0.357169	0.60951275	-0.44056535	0.41750872	0.36437312	-0.42298743	0.4360443	-0.39106485	-0.38396198
-0.20911756	-0.3703246	-0.4727499	-0.36807647	-0.40586597	0.28838304	-0.3842881	0.46264574	0.3521049	0.36254063	-0.34753722	0.5181682	0.3847151	-0.3697499	0.45679417	0.40976107	0.12148129	0.34145015	0.32106408	-0.46632332	0.42316955	-0.43340483	-0.37669688	-0.37696585	-0.41156176	0.30530933	-0.41219696	-0.43747512	0.34757772	0.13999389	-0.37327185	-0.36317164	-0.38749835	0.094219	0.3391304	-0.45600235	-0.407392	0.40337518	-0.396631	0.34025472
-0.44920924	-0.15529501	0.5310581	-0.3292883	-0.27750656	0.14153141	-0.4975586	-0.21268731	-0.30239162	0.46292442	0.5314396	-0.4298194	0.3946018	-0.18341674	-0.28117788	0.38606763	0.44603947	0.40063387	0.45529073	0.37266326	0.46146685	0.4728635	0.5407439	-0.32843485	0.6843951	0.20063058	-0.35729682	0.55189717	0.61516804	0.37867332	-0.113472074	-0.43442482	-0.041378193	-0.37442	0.3876199	0.5157358	-0.3705076	0.41130146	-0.47303492	-0.40058592
-0.12118689	-0.429304	-0.45108527	-0.35922858	-0.30794168	0.37137133	-0.3956964	0.50253075	0.41548035	0.3780775	-0.4102913	0.45101285	0.3776504	-0.44285437	0.48621047	0.36398023	-0.0050549596	0.34520397	0.3900454	-0.4458716	0.36403072	-0.4107224	-0.42773587	-0.44903806	-0.450749	0.2544848	-0.4136994	-0.36886302	0.4131011	0.061918423	-0.40010327	-0.34665707	-0.38723034	0.053409133	0.32736626	-0.380224	-0.356058	0.39212418	-0.33320817	0.40357223
